Job Link,source_file
https://glints.com/id/opportunities/jobs/barista/bef1bc02-0473-46a1-aeaa-71c1035b5578?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/d74f7ed0-0bc2-4d9c-bfc5-cb40a6948480?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/f5c675f2-c105-4231-bea6-6f7c8c4d3113?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/1facdb19-2dba-4b78-8dd5-23e477f54a97?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/rider-sales-kopi-keliling/0eb38797-27fc-445d-983a-9269bd224bc3?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/8e649e28-467c-40db-b716-0a5fda40969d?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/f0d3e24a-fe85-427f-bf1f-b14b7e55befc?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/3cae2107-a4a7-4f5f-adfa-9ba1c3cdb8b0?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/c5d908b8-c418-40f7-acb5-6c0515f82e56?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/daily-worker-barista-weirdough-bakehouse/5d031d64-5f29-4340-9203-8d910bec054f?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/a4b625b7-0b7b-4545-afd4-009b9729c387?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/bbc7bd0b-123c-4c14-852b-171160ea2d38?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/e30a01a9-e8f9-4824-b89e-f22e80bc8b1a?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/436bb30b-955e-423d-ae7f-d70b429c5ade?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/4a9587c1-199b-4553-9f20-02f118e3a635?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/3e073470-b6d0-4ea3-ba33-8dfb4347f892?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/15fed28f-e48b-420a-a6b4-d0092f42f51a?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/5f3bf257-3866-4e17-b047-5fd8e8c2fc2d?utm_referrer=explore&traceInfo=127dca5965bb554d14a8a3fef1b6b744,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/b53337e7-ade0-4348-af08-167c9784e0bf?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista-keliling-bandung/858149b1-9986-42ca-ae30-aa29832083ab?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/fulltime-barista/5c7776a3-7b55-4f7b-9ccb-c011370bd784?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/part-time-barista/07a3068c-88b1-4e79-bb6c-9c420d187e5a?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista-on-wheels/06739921-6d73-4829-8d87-81111849a1eb?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/rekrutmen-staff/33692301-04ed-4dac-80d4-7994ef35e744?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/58362cea-f0de-4670-bef9-b78d01afabc4?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/crew-outlet-es-teh-nusantara/408382fd-bdff-4f8d-b1d7-60e1aa08addd?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/bar-captain/c4d81e25-8a7f-4461-ba91-376ff909a2da?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barback/545c01b6-ed7d-4601-a344-2c31e830ca6f?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/51dc43b1-13f9-48e4-9b54-db448b298257?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/2bbf2da8-7d08-4d32-963f-59d995c0dfde?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/eb131df5-cb17-49a0-aa41-9e5dbbd01d7c?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/51d37077-f930-4ca0-b4aa-c26e47e57372?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista-produksi/f44e8bf1-0a76-44c9-b0e4-cbb1e1f8e7ee?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/f7f70874-52f3-4a09-a644-cd22eb566605?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/mobile-barista/5aa39311-9464-4cda-aa92-47e5805cb825?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/6984ab45-1360-4b2c-8502-96405a093775?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista-corner-jakarta/abf3ada3-4ea0-4607-8126-efcea544e745?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/bc04aff8-1840-4fb4-ba85-92b6151c43bf?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista-pik/47e1f31f-ee3e-45ad-918b-cc7022d6e698?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/165fa822-fc2d-4c4d-b199-706ad149f67f?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/6d847541-83d6-493f-92ff-cc790845b32f?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/77d68b06-732e-4aad-839c-492d51993820?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/mobile-barista-kopi-keliling/7f4043ac-8732-4ab1-93c0-8dab9f5cc531?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/7ed37ef1-ec09-4332-9c0b-e7edfb7f0e30?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/c24e1f5b-303c-414b-8c3f-328f917e2094?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/senior-barista/38aac717-c043-4975-b9c0-5a513842bec7?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/5afdd0d2-35f5-4ae9-b557-eaaacd922b9b?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/e38e3c79-89e0-4cc1-8ece-7612d6d56cce?utm_referrer=explore&traceInfo=217f3cc9e721a6fff71c797b9c2ed049,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/b685f2b7-58e3-4554-9c5a-90e9cef6e5af?utm_referrer=explore&traceInfo=71ece1979c07120fea522f26c40d948d,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/4b88ede4-1b7e-4445-a8ff-2800e79e0b46?utm_referrer=explore&traceInfo=71ece1979c07120fea522f26c40d948d,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/6ed58aa4-65c1-4840-9a1b-3f068c66f55b?utm_referrer=explore&traceInfo=71ece1979c07120fea522f26c40d948d,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/173b2449-5910-4622-83be-1c8dd3879ad4?utm_referrer=explore&traceInfo=71ece1979c07120fea522f26c40d948d,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/bar-team-domisili-bali/822d3efd-6051-4e84-8006-4bf79e858eec?utm_referrer=explore&traceInfo=71ece1979c07120fea522f26c40d948d,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/63ae15e4-7f37-4107-8c44-a4c7fec0acba?utm_referrer=explore&traceInfo=71ece1979c07120fea522f26c40d948d,job_links_Bartender.csv
https://glints.com/id/opportunities/jobs/barista/4dba4adc-f8d0-41a9-90bf-b886effda013?utm_referrer=explore&traceInfo=71ece1979c07120fea522f26c40d948d,job_links_Bartender.csv
